date,symbol,discount_pct,days_to_maturity,liquidity_bucket,decision_flag
2026-03-24,PRSF,-3.25,2182,high,IGNORE
2026-03-24,PSF,-0.66,820,medium,IGNORE
2026-03-24,RBBF40,1.01,4251,high,IGNORE
2026-03-24,RMF1,-0.5,852,high,IGNORE
2026-03-24,RMF2,-3.54,2615,high,IGNORE
2026-03-24,RSY,-2.97,3326,medium,IGNORE
2026-03-24,SAGF,-2.66,2805,low,IGNORE
2026-03-24,SBCF,-10.41,1828,medium,IGNORE
2026-03-24,SEF,2.39,594,high,IGNORE
2026-03-24,SFEF,-8.14,2151,high,IGNORE
2026-03-24,SFMF,-6.19,1321,medium,CONSIDER
2026-03-24,SIGS2,-1.34,1251,medium,IGNORE
2026-03-24,SIGS3,-1.76,2594,low,IGNORE
2026-03-24,SLCF,-1.38,701,low,IGNORE
2026-03-25,C30MF,-4.53,2607,low,IGNORE
2026-03-25,CMF2,0.68,105,medium,IGNORE
2026-03-25,GBIMESY2,-0.81,3402,medium,IGNORE
2026-03-25,GIBF1,-4.24,2317,medium,IGNORE
2026-03-25,GSY,-3.76,3205,high,IGNORE
2026-03-25,H8020,-0.99,2747,high,IGNORE
2026-03-25,HLICF,2.41,3461,high,IGNORE
2026-03-25,KDBY,-3.75,2314,high,IGNORE
2026-03-25,KEF,-1.29,1819,medium,IGNORE
2026-03-25,KSY,-3.32,2916,low,IGNORE
2026-03-25,LUK,-14.24,1603,low,IGNORE
2026-03-25,LVF2,-12.8,2719,medium,IGNORE
2026-03-25,MBLEF,-4.94,4020,low,IGNORE
2026-03-25,MMF1,2.61,1993,medium,IGNORE
2026-03-25,MNMF1,-3.66,3191,high,IGNORE
2026-03-25,NBF2,-4.01,1163,medium,CONSIDER
2026-03-25,NBF3,-2.62,2008,high,IGNORE
2026-03-25,NIBLGF,2.15,2490,medium,IGNORE
2026-03-25,NIBLSTF,1.02,3606,medium,IGNORE
2026-03-25,NIBSF2,-0.2,1891,medium,IGNORE
2026-03-25,NICBF,4.19,1251,low,IGNORE
2026-03-25,NICFC,-3.87,1178,low,IGNORE
2026-03-25,NICGF2,-3.45,1701,high,IGNORE
2026-03-25,NICSF,-0.1,833,medium,IGNORE
2026-03-25,NMB50,3.2,160,medium,IGNORE
2026-03-25,NMBHF2,-4.34,3261,medium,IGNORE
2026-03-25,NSIF2,-5.59,2352,high,IGNORE
2026-03-25,PRSF,-2.11,2181,high,IGNORE
2026-03-25,PSF,-1.58,819,medium,IGNORE
2026-03-25,RBBF40,-2.53,4250,low,IGNORE
2026-03-25,RMF1,-0.3,851,high,IGNORE
2026-03-25,RMF2,-2.99,2614,medium,IGNORE
2026-03-25,RSY,-4.09,3325,high,IGNORE
2026-03-25,SAGF,-3.51,2804,low,IGNORE
2026-03-25,SBCF,-10.49,1827,medium,IGNORE
2026-03-25,SEF,0.7,593,medium,IGNORE
2026-03-25,SFEF,-9.36,2150,low,IGNORE
2026-03-25,SFMF,-7.96,1320,low,IGNORE
2026-03-25,SIGS2,-3.26,1250,medium,IGNORE
2026-03-25,SIGS3,-0.83,2593,medium,IGNORE
2026-03-25,SLCF,-2.46,700,medium,IGNORE
